# Time-averaged data for fix myat1
# TimeStep v_kinetic_energy v_potential_energy v_pressure
14150 1.50021 -0.216028 0.0214623
14160 1.52933 -0.217376 0.0217872
14170 1.48793 -0.210642 0.0221239
14180 1.4988 -0.211349 0.0225809
14190 1.47767 -0.216644 0.0219209
14200 1.48672 -0.217603 0.0219096
14210 1.52858 -0.217523 0.0223686
14220 1.4954 -0.216278 0.0219281
14230 1.50194 -0.212316 0.0223627
14240 1.49208 -0.219231 0.0213686
14250 1.5207 -0.224026 0.0211665
14260 1.51366 -0.218991 0.0217232
14270 1.50852 -0.217224 0.0219476
14280 1.49692 -0.218336 0.021688
14290 1.47288 -0.217983 0.0215801
14300 1.47914 -0.214519 0.0221169
14310 1.50325 -0.218118 0.022025
14320 1.49909 -0.223877 0.0212455
14330 1.50124 -0.218489 0.0220701
14340 1.50861 -0.218253 0.0225792
14350 1.5225 -0.217244 0.0230646
14360 1.50592 -0.222105 0.022242
14370 1.47333 -0.222529 0.0217786
14380 1.48028 -0.217341 0.0223966
14390 1.4758 -0.225981 0.0211775
14400 1.50109 -0.225432 0.0215271
14410 1.52088 -0.228597 0.0212666
14420 1.5185 -0.220592 0.0222284
14430 1.48788 -0.222954 0.0218471
14440 1.49083 -0.220974 0.0221479
14450 1.52813 -0.228046 0.0218756
14460 1.50154 -0.216166 0.0228867
14470 1.50767 -0.224931 0.0218131
14480 1.47123 -0.225387 0.0210261
14490 1.48748 -0.221448 0.0216356
14500 1.503 -0.221294 0.0217206
14510 1.49466 -0.215389 0.0221847
14520 1.48637 -0.215455 0.022043
14530 1.48428 -0.221282 0.0211258
14540 1.49369 -0.220361 0.0214024
14550 1.49231 -0.218128 0.0217886
14560 1.46807 -0.215474 0.0216529
14570 1.50035 -0.211946 0.0225795
14580 1.50447 -0.21272 0.022581
14590 1.52179 -0.207702 0.0232277
14600 1.53594 -0.213996 0.0224107
14610 1.52377 -0.217621 0.0215147
14620 1.51239 -0.217384 0.0211399
14630 1.49514 -0.213678 0.0213688
14640 1.49925 -0.208073 0.0222994
14650 1.51133 -0.212716 0.0220399
14660 1.48564 -0.214526 0.0215836
14670 1.49878 -0.213102 0.0219539
14680 1.48029 -0.212292 0.0214876
14690 1.4794 -0.215756 0.0212447
14700 1.48043 -0.209086 0.0221896
14710 1.50292 -0.213097 0.0220449
14720 1.49213 -0.210729 0.0220576
14730 1.4634 -0.213632 0.0213181
14740 1.50609 -0.215989 0.0217746
14750 1.50079 -0.211478 0.0223095
14760 1.51389 -0.212684 0.0222571
14770 1.52627 -0.21446 0.0221612
14780 1.48683 -0.214299 0.0214198
14790 1.53157 -0.205582 0.0230392
14800 1.49696 -0.199829 0.0230521
14810 1.48358 -0.209046 0.0215842
14820 1.49263 -0.210513 0.0214789
14830 1.49543 -0.201952 0.0224804
14840 1.49247 -0.205112 0.0221656
14850 1.48285 -0.206236 0.0219003
14860 1.53612 -0.206382 0.0225677
14870 1.50623 -0.206177 0.022026
14880 1.48508 -0.201657 0.0222537
14890 1.48192 -0.202772 0.0217578
14900 1.47804 -0.206367 0.0210616
14910 1.47892 -0.20487 0.021266
14920 1.49854 -0.207709 0.021434
14930 1.4873 -0.208396 0.021262
14940 1.49547 -0.209088 0.0214845
14950 1.50693 -0.208886 0.0216322
14960 1.51603 -0.209334 0.0218484
14970 1.503 -0.21031 0.02165
14980 1.50866 -0.21291 0.0214945
14990 1.52996 -0.209415 0.0223781
15000 1.50341 -0.203989 0.0227943
15010 1.53002 -0.209357 0.0227759
15020 1.50607 -0.207345 0.0226979
15030 1.52173 -0.213823 0.0219996
15040 1.48868 -0.215607 0.0211779
15050 1.48469 -0.210937 0.0216319
15060 1.47793 -0.209635 0.0218239
15070 1.48307 -0.205541 0.0223592
15080 1.48494 -0.206875 0.0220183
15090 1.47218 -0.213541 0.0210861
15100 1.47933 -0.213452 0.0211592
15110 1.49337 -0.209087 0.0220462
15120 1.53615 -0.212497 0.022391
15130 1.51648 -0.211662 0.0223288
15140 1.52286 -0.210189 0.0228451
15150 1.50829 -0.213934 0.0222049
15160 1.51169 -0.213768 0.0222053
15170 1.54252 -0.211243 0.0229544
15180 1.48165 -0.211011 0.0220089
15190 1.49285 -0.212279 0.0218189
15200 1.48411 -0.212959 0.0213405
15210 1.49836 -0.210311 0.0218748
15220 1.48651 -0.2063 0.0223096
15230 1.49296 -0.213693 0.0215341
15240 1.52015 -0.21479 0.0216169
15250 1.48144 -0.209223 0.0216757
15260 1.49122 -0.209972 0.0217208
15270 1.48093 -0.213513 0.0210105
15280 1.52859 -0.214477 0.0216529
15290 1.53409 -0.211598 0.0221124
15300 1.50383 -0.207277 0.0220956
15310 1.49846 -0.207033 0.0220845
15320 1.50037 -0.207724 0.0221449
15330 1.50296 -0.209715 0.0220881
15340 1.50898 -0.207284 0.0226029
15350 1.5047 -0.210712 0.0222223
15360 1.50083 -0.205021 0.0227377
15370 1.49502 -0.207685 0.0224112
15380 1.47311 -0.211746 0.0217039
15390 1.4995 -0.212003 0.022163
15400 1.48639 -0.207222 0.0225619
15410 1.52611 -0.211735 0.0225705
15420 1.49117 -0.208572 0.0222034
15430 1.48668 -0.214637 0.0213393
15440 1.4986 -0.213174 0.0218329
15450 1.48772 -0.213182 0.0217506
15460 1.5043 -0.209395 0.022641
15470 1.51955 -0.21049 0.0228798
15480 1.55033 -0.207898 0.0237245
15490 1.51023 -0.209179 0.0228399
15500 1.49448 -0.205083 0.0227967
15510 1.4657 -0.211398 0.0213468
15520 1.50917 -0.209239 0.0220848
15530 1.4852 -0.215225 0.0210664
15540 1.49517 -0.210938 0.021767
15550 1.4985 -0.209212 0.0223751
15560 1.5016 -0.210533 0.0226133
15570 1.50429 -0.212173 0.0225066
15580 1.47738 -0.213779 0.021763
15590 1.46982 -0.215875 0.0213997
15600 1.48275 -0.214905 0.0218004
15610 1.52211 -0.213861 0.0225129
15620 1.51196 -0.214988 0.0223234
15630 1.50448 -0.216906 0.0221314
15640 1.49181 -0.216028 0.0221293
15650 1.4858 -0.219394 0.0216599
15660 1.48809 -0.217536 0.0218638
15670 1.50832 -0.216914 0.0219595
15680 1.49451 -0.217683 0.0215941
15690 1.51277 -0.217506 0.0218102
15700 1.53482 -0.212344 0.0226462
15710 1.49805 -0.210665 0.022256
15720 1.50401 -0.204814 0.0230282
15730 1.48762 -0.211665 0.0218993
15740 1.51234 -0.212393 0.0221248
15750 1.50794 -0.205758 0.0228904
15760 1.47849 -0.206287 0.0222732
15770 1.49971 -0.209049 0.0221789
15780 1.45784 -0.206158 0.0217006
15790 1.49887 -0.206615 0.0221651
15800 1.49301 -0.208588 0.0218765
15810 1.49944 -0.207408 0.0222689
15820 1.50756 -0.209486 0.0222992
15830 1.48603 -0.210324 0.0220107
15840 1.4734 -0.207821 0.0222922
15850 1.47538 -0.213044 0.0218546
15860 1.48693 -0.21543 0.021787
15870 1.50402 -0.215163 0.0221588
15880 1.51759 -0.207094 0.0231531
15890 1.50379 -0.211784 0.0221042
15900 1.49908 -0.212261 0.0218142
15910 1.49991 -0.211701 0.0219655
15920 1.49896 -0.207454 0.0225664
15930 1.50806 -0.212566 0.0220855
15940 1.47871 -0.212827 0.0215246
15950 1.48299 -0.210269 0.0218679
15960 1.49731 -0.210367 0.0221004
15970 1.52477 -0.210163 0.0225491
15980 1.49944 -0.212783 0.0217688
15990 1.4951 -0.211077 0.0218358
16000 1.50507 -0.212199 0.0217749
16010 1.49623 -0.215705 0.02119
16020 1.49152 -0.213071 0.0215281
16030 1.48726 -0.213689 0.0215968
16040 1.49532 -0.210248 0.0223458
16050 1.49694 -0.216084 0.0218133
16060 1.51375 -0.214911 0.0222127
16070 1.48518 -0.216526 0.0214568
16080 1.50329 -0.218646 0.0214782
16090 1.54346 -0.215192 0.0226653
16100 1.50916 -0.213609 0.0224163
16110 1.51184 -0.214881 0.0223536
16120 1.52248 -0.215783 0.0222875
16130 1.52898 -0.217525 0.0221711
16140 1.50874 -0.218276 0.0217344
16150 1.49543 -0.219376 0.0215589
16160 1.50429 -0.213157 0.0226106
16170 1.49664 -0.218248 0.0217793
16180 1.50536 -0.22022 0.021643
16190 1.50183 -0.216313 0.0222074
16200 1.48931 -0.216256 0.0222498
16210 1.48641 -0.217779 0.0221843
16220 1.50516 -0.216206 0.0226575
16230 1.48932 -0.215574 0.022514
16240 1.51983 -0.217676 0.0226303
16250 1.51981 -0.220473 0.0220619
16260 1.51804 -0.218714 0.0223605
16270 1.51617 -0.218428 0.0223596
16280 1.49724 -0.217525 0.0221681
16290 1.48413 -0.217378 0.0220217
16300 1.49549 -0.21658 0.0222691
16310 1.50413 -0.216221 0.0223655
16320 1.51197 -0.217028 0.0222384
16330 1.51937 -0.218559 0.0221419
16340 1.50906 -0.218644 0.0218487
16350 1.52217 -0.218338 0.0220092
16360 1.49933 -0.218919 0.0218153
16370 1.52975 -0.21639 0.0228036
16380 1.5201 -0.222762 0.022016
16390 1.49576 -0.221487 0.0219964
16400 1.5251 -0.2239 0.0221501
16410 1.50928 -0.222106 0.0222677
16420 1.48524 -0.216312 0.0228661
16430 1.49562 -0.219644 0.0226281
16440 1.50819 -0.224058 0.0220763
16450 1.49946 -0.222344 0.0222626
16460 1.50866 -0.22251 0.0223578
16470 1.51655 -0.223862 0.0221758
16480 1.49662 -0.223617 0.0217142
16490 1.49454 -0.227141 0.0211579
16500 1.49477 -0.221551 0.0215919
16510 1.49486 -0.226111 0.0211009
16520 1.49759 -0.221011 0.0219854
16530 1.49037 -0.218186 0.0223585
16540 1.52092 -0.221418 0.0222849
16550 1.52975 -0.222333 0.022383
16560 1.50993 -0.219459 0.0225746
16570 1.49631 -0.216687 0.0227278
16580 1.50108 -0.219198 0.022153
16590 1.5089 -0.217881 0.0219216
16600 1.48936 -0.21591 0.0215544
16610 1.47934 -0.219354 0.0209692
16620 1.51705 -0.216595 0.0220403
16630 1.49712 -0.213288 0.0224566
16640 1.50381 -0.218763 0.022077
16650 1.49814 -0.215662 0.0222036
16660 1.50133 -0.218915 0.0217788
16670 1.49781 -0.220268 0.0215044
16680 1.5106 -0.218319 0.0219576
16690 1.53295 -0.218666 0.0221704
16700 1.47528 -0.21677 0.0215392
16710 1.47319 -0.213332 0.0219014
16720 1.50145 -0.217326 0.0218775
16730 1.50932 -0.217014 0.0222714
16740 1.47129 -0.219202 0.0214862
16750 1.47492 -0.212391 0.0222571
16760 1.49349 -0.219777 0.0218179
16770 1.4799 -0.218332 0.0219542
16780 1.47487 -0.222204 0.0215574
16790 1.48489 -0.217894 0.0223558
16800 1.48964 -0.222681 0.0218807
16810 1.5134 -0.219747 0.022421
16820 1.50311 -0.216732 0.0224861
16830 1.49736 -0.22193 0.0218003
16840 1.50797 -0.22318 0.0220342
16850 1.4978 -0.224162 0.0219421
16860 1.48826 -0.218166 0.0224491
16870 1.48492 -0.225312 0.0214836
16880 1.5055 -0.227449 0.0214973
16890 1.47042 -0.227276 0.0209571
16900 1.45591 -0.223045 0.02143
16910 1.50427 -0.220565 0.0226961
16920 1.49167 -0.222894 0.0221547
16930 1.50746 -0.220396 0.022554
16940 1.51196 -0.219842 0.0227062
16950 1.49509 -0.221155 0.0222708
16960 1.49595 -0.218405 0.0226871
16970 1.49691 -0.222962 0.0222455
16980 1.50325 -0.220665 0.0224917
16990 1.46457 -0.220034 0.0218475
17000 1.48858 -0.222775 0.021806
17010 1.46525 -0.220161 0.0215363
17020 1.4868 -0.221289 0.0217735
17030 1.49742 -0.218106 0.0224
17040 1.51255 -0.215354 0.0232213
17050 1.50034 -0.223693 0.0221797
17060 1.52683 -0.220954 0.0228529
17070 1.51026 -0.225093 0.0221766
17080 1.51067 -0.228095 0.0218507
17090 1.51369 -0.225948 0.0221771
17100 1.52303 -0.224538 0.02255
17110 1.49366 -0.225081 0.0220203
17120 1.49424 -0.222424 0.0223658
17130 1.49546 -0.224659 0.0220058
17140 1.47435 -0.222393 0.0217698
17150 1.47624 -0.225145 0.0213603
17160 1.5084 -0.226843 0.0218185
17170 1.52318 -0.218264 0.023405
17180 1.49672 -0.221382 0.022838
17190 1.51888 -0.220526 0.0231
17200 1.51183 -0.227823 0.0218278
17210 1.49732 -0.221094 0.0223076
17220 1.52189 -0.226498 0.0219767
17230 1.52929 -0.223298 0.0224092
17240 1.4853 -0.222879 0.0218474
17250 1.48551 -0.21869 0.0224529
17260 1.50424 -0.223392 0.0221235
17270 1.50917 -0.227551 0.0218814
17280 1.50389 -0.229422 0.0216578
17290 1.49367 -0.22947 0.0217945
17300 1.50975 -0.221897 0.0231032
17310 1.50993 -0.225576 0.0229026
17320 1.50922 -0.225533 0.0227712
17330 1.50431 -0.228003 0.0224793
17340 1.51563 -0.225633 0.0228465
17350 1.5047 -0.23064 0.0218458
17360 1.47219 -0.227931 0.0213967
17370 1.47096 -0.233322 0.020623
17380 1.49858 -0.222269 0.0223521
17390 1.51164 -0.224997 0.0223451
17400 1.52048 -0.228376 0.0220434
17410 1.50425 -0.226992 0.0217864
17420 1.50753 -0.224515 0.0221846
17430 1.49831 -0.222971 0.0223592
17440 1.52299 -0.224429 0.0226053
17450 1.49193 -0.219376 0.0227556
17460 1.48638 -0.224117 0.0219955
17470 1.47228 -0.218221 0.0222373
17480 1.50728 -0.221446 0.0220501
17490 1.47922 -0.22518 0.0210156
17500 1.49591 -0.223943 0.0215653
17510 1.4942 -0.222588 0.0218891
17520 1.47764 -0.2249 0.0213278
17530 1.48608 -0.229603 0.0208358
17540 1.47537 -0.222867 0.0217316
17550 1.50323 -0.225477 0.0222207
17560 1.53086 -0.224653 0.0228807
17570 1.48404 -0.225234 0.0220635
17580 1.50393 -0.221738 0.0227387
17590 1.50048 -0.219305 0.0226982
17600 1.52088 -0.223984 0.0222483
17610 1.48767 -0.222846 0.0218236
17620 1.47103 -0.221979 0.0216401
17630 1.50861 -0.224122 0.0218704
17640 1.50407 -0.22408 0.0217883
17650 1.50581 -0.218829 0.0223509
17660 1.5224 -0.221012 0.0224007
17670 1.53582 -0.226001 0.0219788
17680 1.52228 -0.222135 0.0222315
17690 1.53335 -0.222242 0.0224198
17700 1.50821 -0.218377 0.0223813
17710 1.51409 -0.220091 0.022175
17720 1.49437 -0.223255 0.021379
17730 1.51784 -0.218821 0.0221889
17740 1.50698 -0.221073 0.0219125
17750 1.50862 -0.218362 0.0222522
17760 1.49259 -0.220456 0.0217095
17770 1.48183 -0.217258 0.0218692
17780 1.50747 -0.214836 0.0223871
17790 1.50186 -0.21508 0.0220486
17800 1.53258 -0.21874 0.0220636
17810 1.4935 -0.219139 0.0213542
17820 1.4662 -0.209063 0.022113
17830 1.4809 -0.214783 0.0216945
17840 1.50223 -0.217996 0.0217831
17850 1.51236 -0.216358 0.022289
17860 1.49643 -0.219849 0.0216862
17870 1.50575 -0.21959 0.0218158
17880 1.53232 -0.217317 0.0224592
17890 1.52889 -0.216 0.0225977
17900 1.50606 -0.219458 0.0220416
17910 1.49188 -0.214932 0.0223184
17920 1.49579 -0.216764 0.0221175
17930 1.51558 -0.220686 0.0218633
17940 1.48748 -0.213762 0.0223828
17950 1.50693 -0.2133 0.0227618
17960 1.52891 -0.217701 0.0224112
17970 1.52914 -0.218748 0.0222097
17980 1.4821 -0.21331 0.0220411
17990 1.51339 -0.214808 0.022347
18000 1.50835 -0.206649 0.0231623
18010 1.49491 -0.211869 0.0223806
18020 1.51033 -0.215304 0.0221762
18030 1.4995 -0.217016 0.021795
18040 1.51233 -0.217606 0.0220191
18050 1.50595 -0.21041 0.0229371
18060 1.4932 -0.21322 0.0225509
18070 1.47704 -0.215001 0.0221916
18080 1.5152 -0.213929 0.0226918
18090 1.47934 -0.215985 0.0218519
18100 1.52547 -0.216547 0.0225925
18110 1.50107 -0.221988 0.0214979
18120 1.49968 -0.219188 0.0217629
18130 1.48707 -0.211985 0.0223511
18140 1.47958 -0.214171 0.0219932
18150 1.49779 -0.212622 0.0223516
18160 1.51731 -0.215565 0.0223714
18170 1.50776 -0.212007 0.0227643
18180 1.50827 -0.205421 0.0236482
18190 1.47009 -0.209434 0.0224041
18200 1.49368 -0.215743 0.021754
18210 1.49549 -0.213662 0.0218112
18220 1.49234 -0.211427 0.0219951
18230 1.50548 -0.214245 0.0217592
18240 1.50678 -0.213948 0.02168
18250 1.5102 -0.211986 0.021873
18260 1.47241 -0.215158 0.0207685
18270 1.49423 -0.215397 0.0211032
18280 1.50306 -0.218411 0.0209601
18290 1.49562 -0.216657 0.0210418
18300 1.4971 -0.213119 0.0215473
18310 1.50206 -0.21017 0.022076
18320 1.50411 -0.210274 0.0220984
18330 1.51961 -0.210258 0.0223151
18340 1.51368 -0.210828 0.0222644
18350 1.52574 -0.213593 0.0222879
18360 1.52202 -0.21208 0.0225562
18370 1.51588 -0.214434 0.0223924
18380 1.50783 -0.211395 0.0226185
18390 1.54477 -0.215539 0.0226502
18400 1.50543 -0.208171 0.0228508
18410 1.48567 -0.216549 0.0215293
18420 1.48057 -0.215378 0.0214464
18430 1.49403 -0.212 0.0219953
18440 1.48087 -0.216741 0.0212952
18450 1.49184 -0.219506 0.0212883
18460 1.49026 -0.219013 0.0217388
18470 1.47712 -0.219013 0.0216755
18480 1.49163 -0.219629 0.021891
18490 1.46587 -0.221403 0.0215719
18500 1.48507 -0.219851 0.0223832
18510 1.48331 -0.218888 0.0225114
18520 1.50664 -0.222399 0.0224382
18530 1.50825 -0.221957 0.0224417
18540 1.50119 -0.21821 0.0227214
18550 1.48856 -0.222751 0.021725
18560 1.49705 -0.222905 0.0216971
18570 1.48533 -0.220432 0.0219391
18580 1.4645 -0.221282 0.0215755
18590 1.49914 -0.224157 0.0217862
18600 1.51604 -0.224185 0.0220968
18610 1.49522 -0.21635 0.0226847
18620 1.50621 -0.216963 0.0227275
18630 1.50136 -0.221034 0.0221759
18640 1.49003 -0.217479 0.0224643
18650 1.46387 -0.219667 0.0215764
18660 1.50867 -0.222475 0.0217723
18670 1.49187 -0.219875 0.0217727
18680 1.50451 -0.219808 0.0221357
18690 1.5175 -0.219349 0.0223237
18700 1.52191 -0.220088 0.0222595
18710 1.48824 -0.218335 0.0218
18720 1.51005 -0.215655 0.022333
18730 1.50099 -0.214581 0.0223291
18740 1.48561 -0.216723 0.0217332
18750 1.51806 -0.214334 0.0223924
18760 1.53052 -0.218809 0.022237
18770 1.51228 -0.212954 0.0227179
18780 1.50569 -0.213138 0.0225721
18790 1.52248 -0.215443 0.0227516
18800 1.52527 -0.21549 0.0229028
18810 1.52733 -0.215946 0.0228766
18820 1.51322 -0.216705 0.0224377
18830 1.49015 -0.217745 0.0217574
18840 1.49609 -0.219298 0.0215307
18850 1.50376 -0.217521 0.0218588
18860 1.50653 -0.214666 0.0221635
18870 1.51283 -0.217819 0.0217711
18880 1.55188 -0.216158 0.0225884
18890 1.51567 -0.215714 0.0217951
18900 1.49363 -0.214948 0.0214474
18910 1.52541 -0.217039 0.0216219
18920 1.50352 -0.208349 0.0222542
18930 1.53004 -0.210753 0.0223769
18940 1.50236 -0.20704 0.022384
18950 1.52052 -0.211048 0.0223736
18960 1.52813 -0.21212 0.0223463
18970 1.50375 -0.215967 0.0215922
18980 1.53115 -0.217776 0.0220136
18990 1.49406 -0.212856 0.0221829
19000 1.51331 -0.210119 0.0228845
19010 1.49164 -0.214601 0.0221188
19020 1.48153 -0.218638 0.0215153
19030 1.4925 -0.219288 0.021537
19040 1.53704 -0.215294 0.0226532
19050 1.52819 -0.219746 0.0220837
19060 1.50137 -0.21737 0.0217962
19070 1.50701 -0.214661 0.021964
19080 1.52351 -0.215759 0.0218693
19090 1.47974 -0.217256 0.0211614
19100 1.52093 -0.215632 0.0222132
19110 1.51115 -0.214079 0.0221479
19120 1.5007 -0.217479 0.0214029
19130 1.48373 -0.211806 0.0217966
19140 1.49921 -0.212942 0.0218578
19150 1.50186 -0.213609 0.0216091
19160 1.49034 -0.218198 0.0210177
19170 1.517 -0.218523 0.0214813
19180 1.51694 -0.2208 0.0212159
19190 1.48968 -0.217907 0.0214087
19200 1.48646 -0.210642 0.0225374
19210 1.47301 -0.218163 0.0216201
19220 1.50217 -0.214868 0.0224592
19230 1.49728 -0.218462 0.0218601
19240 1.50007 -0.213662 0.0223393
19250 1.51183 -0.221431 0.021656
19260 1.5021 -0.216614 0.0223379
19270 1.50975 -0.218907 0.0222483
19280 1.49359 -0.216831 0.0223367
19290 1.50636 -0.212959 0.022932
19300 1.52992 -0.215042 0.0227999
19310 1.51232 -0.215077 0.0225015
19320 1.4835 -0.216089 0.0221365
19330 1.5054 -0.214868 0.0224341
19340 1.50186 -0.211951 0.0225228
19350 1.51369 -0.212636 0.0222819
19360 1.48875 -0.216461 0.0211897
19370 1.48668 -0.214511 0.0214936
19380 1.48706 -0.216466 0.0213457
19390 1.51688 -0.212452 0.0222137
19400 1.49246 -0.219266 0.0210982
19410 1.4898 -0.216606 0.0212441
19420 1.47961 -0.214321 0.0212228
19430 1.49906 -0.212067 0.0218064
19440 1.52502 -0.212696 0.0220133
19450 1.51318 -0.20911 0.022296
19460 1.49739 -0.207917 0.0225328
19470 1.52158 -0.208988 0.022896
19480 1.48258 -0.213478 0.0214444
19490 1.47988 -0.215723 0.0208638
19500 1.47035 -0.211043 0.0210472
19510 1.47761 -0.213699 0.0210267
19520 1.52903 -0.212052 0.022403
19530 1.4934 -0.210275 0.0222063
19540 1.49177 -0.209536 0.0224217
19550 1.48364 -0.211161 0.0222911
19560 1.52149 -0.216528 0.0221327
19570 1.50684 -0.219109 0.0214416
19580 1.49651 -0.209536 0.0223206
19590 1.50556 -0.21252 0.0222255
19600 1.5163 -0.206703 0.0230857
19610 1.50715 -0.206409 0.0227232
19620 1.48676 -0.211404 0.0213476
19630 1.52393 -0.209996 0.0218219
19640 1.49869 -0.205829 0.0219961
19650 1.49576 -0.207923 0.0219261
19660 1.45343 -0.207477 0.0211229
19670 1.47247 -0.205236 0.0216106
19680 1.49514 -0.208274 0.0216351
19690 1.518 -0.205725 0.0223449
19700 1.50367 -0.203381 0.0223887
19710 1.50722 -0.207855 0.0217444
19720 1.48685 -0.205426 0.0214639
19730 1.48208 -0.201849 0.02174
19740 1.49437 -0.205494 0.0215918
19750 1.49357 -0.210848 0.0211435
19760 1.50488 -0.210362 0.0214315
19770 1.51567 -0.211526 0.0214102
19780 1.49207 -0.209516 0.0213413
19790 1.49224 -0.209333 0.0214996
19800 1.50075 -0.204302 0.0223372
19810 1.5239 -0.205093 0.0225997
19820 1.52228 -0.208787 0.0221176
19830 1.5053 -0.20817 0.0220026
19840 1.50345 -0.207952 0.0221022
19850 1.49209 -0.21313 0.021335
19860 1.51992 -0.210256 0.0220517
19870 1.50965 -0.208771 0.0220325
19880 1.49904 -0.211025 0.0216017
19890 1.45981 -0.213282 0.0207046
19900 1.49291 -0.214541 0.0210362
19910 1.51548 -0.212409 0.0214242
19920 1.4865 -0.213951 0.0208265
19930 1.48716 -0.208451 0.021728
19940 1.49935 -0.215586 0.0210951
19950 1.46998 -0.212134 0.0208779
19960 1.50738 -0.2104 0.0215593
19970 1.4876 -0.212118 0.021032
19980 1.48342 -0.213676 0.0209826
19990 1.45802 -0.211251 0.0210455
20000 1.48549 -0.212382 0.0216066
20010 1.51177 -0.210564 0.0224198
20020 1.50438 -0.210539 0.0226758
20030 1.51666 -0.209737 0.0231756
20040 1.48613 -0.218488 0.0214592
20050 1.50794 -0.216382 0.0218603
20060 1.51702 -0.219616 0.0217652
20070 1.51588 -0.216308 0.0223107
20080 1.50378 -0.216619 0.0220679
20090 1.49263 -0.217945 0.0215215
20100 1.50198 -0.214836 0.0219708
