# Time-averaged data for fix myat1
# TimeStep v_kinetic_energy v_potential_energy v_pressure
7140 1.51612 -0.215334 0.0217154
7150 1.49061 -0.213443 0.0215185
7160 1.50839 -0.209568 0.0222856
7170 1.48784 -0.215188 0.0212764
7180 1.4614 -0.214188 0.0210796
7190 1.47103 -0.210132 0.0217074
7200 1.49777 -0.21285 0.0219152
7210 1.47968 -0.206494 0.0223106
7220 1.47442 -0.211297 0.0216094
7230 1.47533 -0.21325 0.0213188
7240 1.47142 -0.211685 0.0214792
7250 1.5009 -0.21441 0.0215177
7260 1.50016 -0.214053 0.0215039
7270 1.51487 -0.214217 0.0218158
7280 1.50946 -0.211561 0.0220791
7290 1.50814 -0.209543 0.0222325
7300 1.48125 -0.208518 0.0219847
7310 1.47952 -0.212047 0.0215942
7320 1.49214 -0.214363 0.0215092
7330 1.51335 -0.213967 0.0218871
7340 1.50211 -0.213926 0.0217935
7350 1.52108 -0.217413 0.0217637
7360 1.49724 -0.206617 0.0227844
7370 1.47754 -0.213195 0.0216644
7380 1.48591 -0.211749 0.0220193
7390 1.48438 -0.211049 0.022057
7400 1.4991 -0.211735 0.0219739
7410 1.5234 -0.21 0.0223209
7420 1.49891 -0.210544 0.0218197
7430 1.51577 -0.207438 0.0226705
7440 1.52392 -0.213312 0.0221842
7450 1.53751 -0.213657 0.0223092
7460 1.5124 -0.212203 0.0223562
7470 1.48054 -0.208118 0.0224652
7480 1.49589 -0.204524 0.0230283
7490 1.50866 -0.209621 0.0225322
7500 1.50455 -0.211979 0.0220477
7510 1.53781 -0.212138 0.0224107
7520 1.52281 -0.209278 0.0225107
7530 1.48282 -0.209936 0.0219128
7540 1.46798 -0.211712 0.0216161
7550 1.51153 -0.21122 0.022391
7560 1.51107 -0.214516 0.0219526
7570 1.47318 -0.206431 0.0223048
7580 1.4917 -0.210278 0.0220943
7590 1.48812 -0.21293 0.0218311
7600 1.51586 -0.211715 0.0225558
7610 1.5341 -0.213615 0.0226281
7620 1.55159 -0.207761 0.0233643
7630 1.51805 -0.210794 0.0222686
7640 1.50398 -0.21323 0.0217527
7650 1.50926 -0.211868 0.0221144
7660 1.48558 -0.210156 0.0222297
7670 1.5071 -0.214071 0.0222634
7680 1.48847 -0.21593 0.0219608
7690 1.50087 -0.214878 0.0225139
7700 1.52217 -0.218023 0.0224388
7710 1.52456 -0.21649 0.022499
7720 1.50716 -0.218509 0.0220174
7730 1.46247 -0.218897 0.0213071
7740 1.45962 -0.216379 0.0212909
7750 1.48234 -0.213244 0.02197
7760 1.49719 -0.218525 0.021627
7770 1.51098 -0.213353 0.0224758
7780 1.50321 -0.213231 0.0221136
7790 1.50878 -0.214719 0.0217492
7800 1.49626 -0.210587 0.0220317
7810 1.49776 -0.209449 0.0222921
7820 1.5 -0.206813 0.0227292
7830 1.5201 -0.213881 0.0221648
7840 1.51478 -0.209569 0.0224536
7850 1.50341 -0.211337 0.0219572
7860 1.49099 -0.214524 0.0213678
7870 1.48919 -0.212833 0.0216192
7880 1.47413 -0.21 0.0218304
7890 1.48835 -0.205481 0.0228345
7900 1.48174 -0.212677 0.0220467
7910 1.49483 -0.210927 0.0225503
7920 1.48349 -0.206418 0.0227919
7930 1.48604 -0.208849 0.0224663
7940 1.53143 -0.207644 0.0232042
7950 1.48662 -0.202865 0.0228999
7960 1.51114 -0.205903 0.0227389
7970 1.49859 -0.207204 0.0223067
7980 1.48928 -0.206609 0.0224016
7990 1.49478 -0.200777 0.0233773
8000 1.523 -0.205871 0.0230116
8010 1.50219 -0.210452 0.0220403
8020 1.51155 -0.208252 0.0225509
8030 1.48714 -0.206721 0.0223617
8040 1.5138 -0.208638 0.0224532
8050 1.53378 -0.205685 0.0230524
8060 1.49263 -0.202094 0.0228917
8070 1.50286 -0.205338 0.0224726
8080 1.48448 -0.201599 0.0226721
8090 1.50125 -0.201927 0.0228541
8100 1.486 -0.209209 0.0217996
8110 1.47738 -0.210895 0.0215686
8120 1.4732 -0.212961 0.0211777
8130 1.49965 -0.212609 0.0214627
8140 1.53408 -0.210623 0.0221219
8150 1.5272 -0.206672 0.0223499
8160 1.488 -0.209838 0.0212341
8170 1.52257 -0.209287 0.0216476
8180 1.51556 -0.207898 0.0217308
8190 1.52769 -0.208601 0.0218734
8200 1.51845 -0.210645 0.0216046
8210 1.49165 -0.210432 0.0212983
8220 1.5169 -0.212228 0.0217632
8230 1.51615 -0.209723 0.0224021
8240 1.53007 -0.206863 0.0229703
8250 1.53224 -0.210157 0.0226979
8260 1.5016 -0.208865 0.0225156
8270 1.51696 -0.211228 0.0224524
8280 1.4965 -0.209971 0.0224309
8290 1.49553 -0.211892 0.0223489
8300 1.50968 -0.212326 0.0226374
8310 1.49898 -0.215634 0.0219309
8320 1.48581 -0.213651 0.0218981
8330 1.49933 -0.215905 0.0217934
8340 1.51167 -0.213373 0.0221156
8350 1.50188 -0.218406 0.021468
8360 1.50359 -0.218833 0.0216933
8370 1.48588 -0.217004 0.0220635
8380 1.5016 -0.217623 0.0223199
8390 1.5124 -0.220536 0.0222368
8400 1.51188 -0.223324 0.0217682
8410 1.49233 -0.218905 0.0219743
8420 1.48162 -0.216765 0.0221689
8430 1.50328 -0.216839 0.0223238
8440 1.49962 -0.221122 0.0216743
8450 1.49906 -0.220297 0.0216995
8460 1.50313 -0.217228 0.0222049
8470 1.49104 -0.217451 0.0219764
8480 1.47981 -0.217054 0.0217117
8490 1.46609 -0.213431 0.0216929
8500 1.4905 -0.220378 0.0210547
8510 1.48 -0.216288 0.0213147
8520 1.46662 -0.215117 0.0211852
8530 1.52378 -0.219368 0.0216819
8540 1.52737 -0.21198 0.0226457
8550 1.49233 -0.214463 0.0217322
8560 1.51358 -0.214698 0.0219391
8570 1.47758 -0.214342 0.0214244
8580 1.45007 -0.214518 0.0208929
8590 1.4705 -0.212042 0.021229
8600 1.48297 -0.21542 0.0210595
8610 1.51929 -0.218651 0.0213458
8620 1.52588 -0.216357 0.0220867
8630 1.52297 -0.214294 0.0226684
8640 1.50074 -0.211815 0.0227568
8650 1.49239 -0.218302 0.0218395
8660 1.48977 -0.22209 0.0214025
8670 1.48814 -0.219656 0.0217013
8680 1.48837 -0.215632 0.0221339
8690 1.50165 -0.219684 0.0218213
8700 1.48701 -0.220301 0.0215351
8710 1.50201 -0.219071 0.0219899
8720 1.49818 -0.21864 0.0221081
8730 1.50029 -0.216243 0.0224267
8740 1.49951 -0.217965 0.0222716
8750 1.51153 -0.215848 0.0227124
8760 1.51642 -0.215036 0.022589
8770 1.50955 -0.219438 0.021614
8780 1.50497 -0.215594 0.0217627
8790 1.50365 -0.212836 0.0220546
8800 1.50795 -0.214442 0.0220104
8810 1.48197 -0.215911 0.0213268
8820 1.49123 -0.214846 0.0214814
8830 1.49287 -0.21483 0.0217577
8840 1.52104 -0.213282 0.0224504
8850 1.49132 -0.211692 0.0220699
8860 1.50431 -0.205759 0.0229134
8870 1.49831 -0.204538 0.0228449
8880 1.50275 -0.208392 0.0221823
8890 1.4835 -0.212582 0.0212262
8900 1.50022 -0.213088 0.0213665
8910 1.49991 -0.212597 0.0215946
8920 1.49041 -0.209293 0.0219888
8930 1.48045 -0.204197 0.0225459
8940 1.4768 -0.204011 0.022646
8950 1.49213 -0.206423 0.0225532
8960 1.49168 -0.207842 0.0223749
8970 1.52069 -0.207714 0.0226495
8980 1.50406 -0.208845 0.0221745
8990 1.50734 -0.213036 0.0216049
9000 1.48555 -0.213746 0.0210333
9010 1.50401 -0.211963 0.0216005
9020 1.50863 -0.209287 0.0220934
9030 1.51518 -0.208672 0.0222611
9040 1.48339 -0.211114 0.0216185
9050 1.48018 -0.208814 0.0220284
9060 1.47275 -0.207747 0.0222322
9070 1.50995 -0.210407 0.0224943
9080 1.49957 -0.206447 0.0227734
9090 1.46307 -0.20783 0.0220196
9100 1.49183 -0.213033 0.0217389
9110 1.49116 -0.212988 0.0216584
9120 1.50476 -0.208294 0.0222305
9130 1.51047 -0.20972 0.0218227
9140 1.47804 -0.209961 0.0210503
9150 1.4749 -0.207885 0.0210845
9160 1.48654 -0.204586 0.0217177
9170 1.47129 -0.207909 0.0212263
9180 1.49414 -0.204161 0.0220091
9190 1.48965 -0.202951 0.021969
9200 1.51079 -0.200244 0.0225379
9210 1.50084 -0.207021 0.0217351
9220 1.52854 -0.211832 0.0217538
9230 1.5239 -0.207563 0.0222508
9240 1.48786 -0.209626 0.0214158
9250 1.49022 -0.210228 0.0213918
9260 1.50624 -0.209219 0.0217015
9270 1.51002 -0.206142 0.0220709
9280 1.49716 -0.20444 0.0219866
9290 1.47373 -0.206897 0.0213394
9300 1.46128 -0.204817 0.0214069
9310 1.5002 -0.210377 0.0214059
9320 1.48884 -0.208676 0.0217251
9330 1.51058 -0.206607 0.0224244
9340 1.5019 -0.206632 0.0224492
9350 1.51274 -0.212017 0.022041
9360 1.5058 -0.207204 0.0225441
9370 1.47985 -0.211149 0.0217245
9380 1.45663 -0.211117 0.0214521
9390 1.49529 -0.215649 0.021571
9400 1.515 -0.213677 0.0221437
9410 1.46648 -0.215138 0.0211675
9420 1.50924 -0.21765 0.0213931
9430 1.4784 -0.217315 0.0210087
9440 1.49256 -0.217927 0.0214938
9450 1.51801 -0.21641 0.0224135
9460 1.48244 -0.217018 0.0217783
9470 1.4908 -0.216093 0.0219706
9480 1.49746 -0.211344 0.0225326
9490 1.49188 -0.215613 0.0218031
9500 1.51077 -0.21473 0.0220131
9510 1.50318 -0.214884 0.0217792
9520 1.51824 -0.214258 0.0223227
9530 1.50107 -0.213781 0.0222106
9540 1.50365 -0.221464 0.0214444
9550 1.50258 -0.220208 0.0218243
9560 1.48061 -0.216476 0.0219311
9570 1.4971 -0.21918 0.0217564
9580 1.51196 -0.215531 0.0223553
9590 1.49226 -0.217944 0.0217027
9600 1.50519 -0.218051 0.0219133
9610 1.48252 -0.217618 0.0217063
9620 1.50024 -0.218968 0.0217015
9630 1.50026 -0.217976 0.0218137
9640 1.49846 -0.220979 0.0213856
9650 1.49194 -0.211435 0.0223903
9660 1.51376 -0.215939 0.0222195
9670 1.49926 -0.216579 0.0220083
9680 1.49457 -0.219704 0.0215055
9690 1.48364 -0.215762 0.0217441
9700 1.47442 -0.214959 0.0216083
9710 1.49804 -0.214519 0.0221207
9720 1.50789 -0.200643 0.0239563
9730 1.53368 -0.213344 0.0228556
9740 1.52541 -0.209497 0.0231921
9750 1.51232 -0.215528 0.0222823
9760 1.49882 -0.219388 0.021547
9770 1.50048 -0.211024 0.0225856
9780 1.47386 -0.211385 0.0221981
9790 1.49138 -0.218692 0.0215858
9800 1.49459 -0.219385 0.0215214
9810 1.5143 -0.217309 0.0221302
9820 1.51479 -0.214537 0.0223865
9830 1.50819 -0.212373 0.0226141
9840 1.45985 -0.21302 0.0217447
9850 1.46178 -0.217094 0.0212231
9860 1.48917 -0.221564 0.0212657
9870 1.48719 -0.213174 0.0222629
9880 1.48763 -0.213189 0.0221787
9890 1.47741 -0.214753 0.0216066
9900 1.46978 -0.210656 0.0216398
9910 1.45975 -0.213647 0.0210233
9920 1.48439 -0.215468 0.0210335
9930 1.4756 -0.216029 0.020685
9940 1.49019 -0.216564 0.0207821
9950 1.46102 -0.211465 0.0208769
9960 1.49797 -0.207042 0.0219944
9970 1.48166 -0.211539 0.0214889
9980 1.49888 -0.209282 0.0222568
9990 1.51569 -0.211636 0.0224297
10000 1.49408 -0.218405 0.0213004
10010 1.5245 -0.21762 0.0221234
10020 1.53008 -0.214078 0.0230104
10030 1.49603 -0.214271 0.0227074
10040 1.50582 -0.215332 0.0226594
10050 1.4784 -0.218146 0.0217311
10060 1.48296 -0.219331 0.0217027
10070 1.50904 -0.213886 0.0227407
10080 1.51491 -0.217887 0.0223029
10090 1.50874 -0.21549 0.0225987
10100 1.53168 -0.221143 0.0221751
10110 1.51494 -0.21925 0.0221495
10120 1.52494 -0.210813 0.0232889
10130 1.50249 -0.209011 0.0230341
10140 1.5178 -0.213904 0.0224529
10150 1.49894 -0.216822 0.0215393
10160 1.49241 -0.210022 0.0222229
10170 1.51126 -0.21997 0.0214324
10180 1.52205 -0.217363 0.0222796
10190 1.54034 -0.210596 0.023562
10200 1.51582 -0.216359 0.0224979
10210 1.50587 -0.210089 0.023145
10220 1.53111 -0.213032 0.0231472
10230 1.51244 -0.217046 0.0224108
10240 1.48273 -0.21494 0.0220235
10250 1.48014 -0.217365 0.0214882
10260 1.48964 -0.211973 0.0221493
10270 1.49394 -0.217389 0.0214872
10280 1.48463 -0.215725 0.0212689
10290 1.4921 -0.214764 0.0211539
10300 1.49968 -0.206284 0.0223041
10310 1.52782 -0.211827 0.0222038
10320 1.51735 -0.211269 0.0221034
10330 1.51788 -0.212234 0.0220543
10340 1.52004 -0.212954 0.0220773
10350 1.49911 -0.205789 0.0227287
10360 1.50353 -0.208065 0.0225555
10370 1.49458 -0.210474 0.021861
10380 1.48311 -0.210092 0.0215997
10390 1.48211 -0.206382 0.0217945
10400 1.49068 -0.211026 0.0212585
10410 1.5041 -0.20886 0.0216313
10420 1.4886 -0.204215 0.0220139
10430 1.502 -0.203714 0.0223151
10440 1.49692 -0.198988 0.0230105
10450 1.51319 -0.203702 0.0228247
10460 1.50803 -0.208729 0.0221327
10470 1.48974 -0.205767 0.0221699
10480 1.49729 -0.210605 0.0215646
10490 1.51329 -0.209285 0.0218084
10500 1.51615 -0.205699 0.0222186
10510 1.51045 -0.207563 0.0218772
10520 1.51111 -0.204715 0.0222038
10530 1.51862 -0.204337 0.0222795
10540 1.5057 -0.207308 0.0217613
10550 1.46222 -0.198215 0.0222506
10560 1.47225 -0.205475 0.0215667
10570 1.49184 -0.206229 0.0216124
10580 1.50744 -0.207304 0.021616
10590 1.51765 -0.212027 0.0211225
10600 1.48971 -0.209725 0.0209865
10610 1.52217 -0.213901 0.0212696
10620 1.50774 -0.211886 0.0215268
10630 1.51519 -0.214623 0.0214618
10640 1.52513 -0.207368 0.0227109
10650 1.52472 -0.206484 0.0227672
10660 1.5004 -0.210538 0.0217543
10670 1.49754 -0.211171 0.0216793
10680 1.50797 -0.213322 0.0218426
10690 1.48918 -0.208468 0.0223548
10700 1.51549 -0.208671 0.0228591
10710 1.50957 -0.214549 0.0222072
10720 1.52684 -0.208712 0.0233283
10730 1.50301 -0.214342 0.0222778
10740 1.52261 -0.217347 0.02228
10750 1.50667 -0.216922 0.0221356
10760 1.51325 -0.218316 0.0221735
10770 1.51678 -0.219132 0.0222433
10780 1.52145 -0.216902 0.0226511
10790 1.5095 -0.219505 0.0222092
10800 1.4859 -0.218537 0.0218779
10810 1.48762 -0.221484 0.02148
10820 1.49875 -0.213645 0.0226707
10830 1.51 -0.214653 0.0227968
10840 1.52281 -0.216612 0.0226887
10850 1.52447 -0.22173 0.0219334
10860 1.51241 -0.211329 0.0227575
10870 1.48556 -0.209942 0.0222801
10880 1.47822 -0.218994 0.020911
10890 1.48965 -0.219272 0.0209965
10900 1.52024 -0.217964 0.0217648
10910 1.49862 -0.208959 0.022501
10920 1.49534 -0.214374 0.0216089
10930 1.49144 -0.206976 0.0223422
10940 1.49761 -0.210483 0.0218545
10950 1.49612 -0.211502 0.0216619
10960 1.5124 -0.208653 0.0221521
10970 1.48607 -0.209994 0.0215984
10980 1.4525 -0.206363 0.0217129
10990 1.4791 -0.210669 0.0217326
11000 1.48727 -0.211298 0.0217389
11010 1.49743 -0.207486 0.0221729
11020 1.50732 -0.214036 0.0212344
11030 1.48167 -0.206206 0.021563
11040 1.5102 -0.205487 0.021809
11050 1.49024 -0.209818 0.0211754
11060 1.4938 -0.204573 0.0221748
11070 1.48184 -0.206737 0.0218342
11080 1.49083 -0.206424 0.0219098
11090 1.48227 -0.205347 0.0219216
11100 1.47212 -0.206191 0.0216039
11110 1.49816 -0.204656 0.022356
11120 1.49785 -0.207584 0.0221359
11130 1.53425 -0.209582 0.0224567
11140 1.49932 -0.208476 0.021751
11150 1.4826 -0.208661 0.0215158
11160 1.51583 -0.209556 0.0221152
11170 1.51346 -0.209483 0.0222931
11180 1.50587 -0.209099 0.0223245
11190 1.52065 -0.209019 0.0225322
11200 1.5151 -0.207457 0.0225466
11210 1.47945 -0.20261 0.0224235
11220 1.4883 -0.207844 0.0217431
11230 1.48559 -0.20872 0.0214642
11240 1.49741 -0.209261 0.0214565
11250 1.51764 -0.210022 0.0217006
11260 1.50834 -0.209829 0.0215745
11270 1.51289 -0.206766 0.0220845
11280 1.47822 -0.20809 0.0215349
11290 1.46942 -0.212132 0.0210821
11300 1.50476 -0.21138 0.0219463
11310 1.52036 -0.205064 0.0230875
11320 1.5187 -0.208463 0.0227614
11330 1.51814 -0.210165 0.0225243
11340 1.52619 -0.211001 0.0223509
11350 1.52641 -0.207833 0.0225233
11360 1.50025 -0.212742 0.0214148
11370 1.48741 -0.205165 0.0219331
11380 1.48884 -0.210025 0.0212973
11390 1.49974 -0.209665 0.0216841
11400 1.49841 -0.204364 0.022566
11410 1.50363 -0.207705 0.0222964
11420 1.52644 -0.211718 0.0221438
11430 1.52143 -0.210562 0.0223773
11440 1.47663 -0.203849 0.0224724
11450 1.46775 -0.206783 0.0221768
11460 1.48589 -0.202774 0.0231206
11470 1.48117 -0.204671 0.022973
11480 1.50037 -0.211633 0.0224112
11490 1.51611 -0.210631 0.0225577
11500 1.51745 -0.211987 0.0222805
11510 1.4932 -0.213204 0.021569
11520 1.49177 -0.215404 0.0211746
11530 1.50824 -0.210055 0.0222632
11540 1.4921 -0.209513 0.022268
11550 1.50566 -0.211714 0.022145
11560 1.51373 -0.215366 0.0216775
11570 1.52944 -0.211005 0.0226054
11580 1.51867 -0.210504 0.0225287
11590 1.52789 -0.210108 0.0226737
11600 1.50119 -0.208848 0.0224731
11610 1.50707 -0.207066 0.0224182
11620 1.49246 -0.211447 0.0214543
11630 1.50978 -0.211084 0.0216956
11640 1.49383 -0.20952 0.0216232
11650 1.50695 -0.211289 0.0216842
11660 1.48249 -0.205366 0.0221502
11670 1.52299 -0.205967 0.0228126
11680 1.52362 -0.209753 0.022303
11690 1.51134 -0.213246 0.0217699
11700 1.51776 -0.212696 0.0220755
11710 1.50628 -0.204027 0.0229285
11720 1.46678 -0.207478 0.0218745
11730 1.50834 -0.21056 0.0221461
11740 1.47301 -0.206065 0.0222648
11750 1.51261 -0.21143 0.0223723
11760 1.53375 -0.213519 0.0225253
11770 1.53392 -0.214669 0.0224342
11780 1.48996 -0.215232 0.0216173
11790 1.50507 -0.207826 0.022623
11800 1.52435 -0.21353 0.0222311
11810 1.52532 -0.20547 0.0231969
11820 1.52422 -0.208309 0.0229283
11830 1.50464 -0.210244 0.0223883
11840 1.51233 -0.208301 0.0229094
11850 1.48848 -0.202668 0.0233037
11860 1.48402 -0.208419 0.0225041
11870 1.52364 -0.210187 0.0227938
11880 1.48265 -0.203115 0.0227494
11890 1.51147 -0.203334 0.0228955
11900 1.51196 -0.211852 0.0218309
11910 1.49762 -0.208431 0.0219096
11920 1.48121 -0.206918 0.0217721
11930 1.49005 -0.208848 0.0216284
11940 1.48529 -0.209439 0.0216176
11950 1.48045 -0.209561 0.021537
11960 1.4789 -0.20704 0.0218529
11970 1.48125 -0.205724 0.0221063
11980 1.48512 -0.208585 0.0217642
11990 1.48348 -0.210533 0.0213632
12000 1.51069 -0.210149 0.0219605
12010 1.48312 -0.207754 0.0219078
12020 1.51231 -0.203651 0.0229482
12030 1.51878 -0.209314 0.0221296
12040 1.51421 -0.204422 0.0224772
12050 1.51354 -0.207125 0.0219444
12060 1.52473 -0.202137 0.0225959
12070 1.51853 -0.204124 0.0224088
12080 1.49974 -0.207047 0.0219127
12090 1.5103 -0.200205 0.0229206
12100 1.54343 -0.205313 0.0229223
12110 1.52535 -0.208636 0.0224274
12120 1.50412 -0.209051 0.0222329
12130 1.49195 -0.20841 0.0220035
12140 1.50918 -0.210471 0.0220081
12150 1.48609 -0.20802 0.0218942
12160 1.50319 -0.208213 0.0222838
12170 1.48186 -0.20815 0.0218439
12180 1.51314 -0.210684 0.0218422
12190 1.51765 -0.209528 0.0219603
12200 1.48039 -0.212655 0.0208414
12210 1.48583 -0.207899 0.0215005
12220 1.49525 -0.205472 0.0218871
12230 1.486 -0.209084 0.0212779
12240 1.46538 -0.207865 0.0212078
12250 1.49105 -0.205867 0.0219043
12260 1.46997 -0.20823 0.0213531
12270 1.48194 -0.209993 0.0213551
12280 1.4766 -0.206738 0.021708
12290 1.487 -0.202496 0.0224517
12300 1.50624 -0.209039 0.0219264
12310 1.5091 -0.201418 0.0229016
12320 1.49369 -0.20565 0.022214
12330 1.50838 -0.204452 0.0226907
12340 1.50846 -0.206192 0.0225943
12350 1.47818 -0.213157 0.0213632
12360 1.49563 -0.212168 0.0219523
12370 1.47003 -0.210628 0.0218417
12380 1.48393 -0.21091 0.0218665
12390 1.49628 -0.211662 0.0217263
12400 1.52202 -0.211627 0.0220998
12410 1.46578 -0.207824 0.0216932
12420 1.48069 -0.209 0.021625
12430 1.50848 -0.213933 0.0212834
12440 1.52337 -0.211311 0.0216881
12450 1.49606 -0.212363 0.0210282
12460 1.48473 -0.208237 0.0215972
12470 1.5339 -0.205062 0.0229257
12480 1.52005 -0.208456 0.0222651
12490 1.49854 -0.206137 0.0221448
12500 1.50799 -0.208592 0.0218173
12510 1.50541 -0.211513 0.0212408
12520 1.49329 -0.209046 0.0212786
12530 1.48125 -0.204861 0.0215994
12540 1.53505 -0.206448 0.0223252
12550 1.50422 -0.207993 0.0219849
12560 1.5111 -0.21015 0.0218627
12570 1.52897 -0.206347 0.0226152
12580 1.53926 -0.211081 0.0221884
12590 1.49979 -0.210724 0.0215301
12600 1.47404 -0.206427 0.0216561
12610 1.47305 -0.205918 0.021618
12620 1.49332 -0.208093 0.0217507
12630 1.49742 -0.206894 0.0218477
12640 1.50304 -0.209632 0.0215223
12650 1.47861 -0.211452 0.020899
12660 1.47278 -0.207411 0.0212722
12670 1.50939 -0.209174 0.0217298
12680 1.49175 -0.210559 0.0216337
12690 1.50606 -0.210901 0.0220704
12700 1.51099 -0.213497 0.0221257
12710 1.49343 -0.209795 0.0225327
12720 1.4927 -0.211406 0.0222172
12730 1.5231 -0.209647 0.0227996
12740 1.50175 -0.211991 0.0218545
12750 1.46663 -0.212768 0.0209617
12760 1.47534 -0.205435 0.0217983
12770 1.50814 -0.203922 0.0225027
12780 1.52495 -0.207647 0.0223747
12790 1.51982 -0.210399 0.0219327
12800 1.50596 -0.209353 0.0218315
12810 1.48688 -0.20522 0.0221254
12820 1.47264 -0.21107 0.0212407
12830 1.48526 -0.213471 0.0210491
12840 1.5128 -0.207618 0.0220491
12850 1.51629 -0.211187 0.0217178
12860 1.52972 -0.212608 0.0217453
12870 1.50574 -0.209124 0.0220216
12880 1.49551 -0.209981 0.0220418
12890 1.47777 -0.215532 0.0212302
12900 1.50639 -0.214547 0.0216817
12910 1.50502 -0.206596 0.0223039
12920 1.5105 -0.209323 0.0219827
12930 1.48105 -0.210068 0.0213313
12940 1.50071 -0.210317 0.0217894
12950 1.5335 -0.208724 0.0228809
12960 1.52377 -0.208378 0.022841
12970 1.52467 -0.214624 0.0219457
12980 1.4847 -0.215162 0.0211353
12990 1.51104 -0.213598 0.0217814
13000 1.50589 -0.20915 0.0222968
13010 1.49757 -0.208121 0.0223116
13020 1.50389 -0.205263 0.0226872
13030 1.49023 -0.212692 0.0215041
13040 1.49016 -0.208044 0.0220452
13050 1.49391 -0.213789 0.0212896
13060 1.51448 -0.213018 0.0215579
13070 1.5028 -0.210302 0.0218629
13080 1.47832 -0.20974 0.0218814
13090 1.47162 -0.213865 0.0214403
13100 1.49099 -0.211343 0.0222625
13110 1.48537 -0.212178 0.0221717
13120 1.49115 -0.211549 0.0222203
13130 1.52454 -0.212047 0.0225582
13140 1.51718 -0.212903 0.0222822
13150 1.52332 -0.213256 0.0222172
13160 1.51828 -0.209551 0.0225321
13170 1.4978 -0.209246 0.0223541
13180 1.48973 -0.214646 0.0214854
13190 1.51136 -0.215817 0.0216204
13200 1.50678 -0.213841 0.0218522
13210 1.49941 -0.21073 0.0222195
13220 1.49984 -0.215066 0.0217173
13230 1.50843 -0.211858 0.0223396
13240 1.50464 -0.214927 0.0222886
13250 1.50906 -0.213191 0.0226568
13260 1.51204 -0.213665 0.0226175
13270 1.49616 -0.215839 0.0220991
13280 1.46713 -0.21057 0.0222666
13290 1.47975 -0.215977 0.0217945
13300 1.49776 -0.216435 0.0217813
13310 1.47446 -0.212396 0.0216659
13320 1.49424 -0.212662 0.021841
13330 1.50228 -0.212183 0.0220023
13340 1.51805 -0.20927 0.0226544
13350 1.49849 -0.212477 0.0220167
13360 1.51585 -0.210115 0.0225596
13370 1.50774 -0.213463 0.0222554
13380 1.50391 -0.211829 0.0223643
13390 1.52348 -0.210667 0.0227415
13400 1.51376 -0.215227 0.0220955
13410 1.50246 -0.213299 0.0222698
13420 1.4668 -0.20683 0.0227082
13430 1.47823 -0.216037 0.021801
13440 1.49239 -0.218526 0.0217218
13450 1.46626 -0.212986 0.0220902
13460 1.46092 -0.215872 0.021652
13470 1.49708 -0.21698 0.0217906
13480 1.48955 -0.215651 0.0215826
13490 1.49131 -0.211326 0.0220772
13500 1.50845 -0.212819 0.0220122
13510 1.52567 -0.210843 0.0224757
13520 1.51804 -0.211725 0.0224077
13530 1.50634 -0.214423 0.0220395
13540 1.52229 -0.21322 0.0225523
13550 1.4811 -0.210296 0.0224204
13560 1.49545 -0.216042 0.0220559
13570 1.50358 -0.217566 0.0218798
13580 1.4993 -0.213457 0.0222681
13590 1.494 -0.220845 0.0214283
13600 1.4885 -0.219539 0.0216505
13610 1.4899 -0.214012 0.022326
13620 1.48403 -0.213228 0.0222405
13630 1.4901 -0.216113 0.0219778
13640 1.50346 -0.212366 0.0226375
13650 1.48291 -0.21296 0.022003
13660 1.48674 -0.215778 0.0216845
13670 1.49675 -0.219269 0.0215294
13680 1.49515 -0.218789 0.021647
13690 1.48977 -0.216843 0.0217025
13700 1.49743 -0.217009 0.0216974
13710 1.47165 -0.220339 0.0209471
13720 1.45018 -0.218618 0.0208918
13730 1.46639 -0.221398 0.0211661
13740 1.48204 -0.219895 0.0218153
13750 1.5074 -0.219111 0.0224051
13760 1.50143 -0.217185 0.0225503
13770 1.47816 -0.213339 0.0227008
13780 1.48585 -0.217344 0.0223496
13790 1.48172 -0.215832 0.0224027
13800 1.4775 -0.223 0.0216761
13810 1.47063 -0.21877 0.0222116
13820 1.51744 -0.211792 0.0236887
13830 1.51987 -0.219412 0.0225869
13840 1.50687 -0.215644 0.0227254
13850 1.51193 -0.214699 0.0228861
13860 1.47224 -0.209794 0.0226728
13870 1.49914 -0.216257 0.0219906
13880 1.51269 -0.209537 0.0227098
13890 1.47636 -0.209122 0.0222122
13900 1.50678 -0.211528 0.022215
13910 1.50542 -0.215092 0.021739
13920 1.4926 -0.213892 0.021688
13930 1.51332 -0.21406 0.0220506
13940 1.49486 -0.210189 0.0223695
13950 1.48565 -0.217333 0.0215437
13960 1.49574 -0.212812 0.0224309
13970 1.48876 -0.213419 0.0225215
13980 1.49299 -0.213943 0.0225169
13990 1.52084 -0.214109 0.0229345
14000 1.51282 -0.218348 0.0221628
14010 1.49319 -0.220456 0.0215041
14020 1.47116 -0.215919 0.0217146
14030 1.47195 -0.219729 0.0214467
14040 1.49215 -0.213245 0.0226034
14050 1.48177 -0.211674 0.0225578
14060 1.50259 -0.214993 0.0224751
14070 1.51716 -0.21201 0.0230655
14080 1.49632 -0.218101 0.0220376
14090 1.53123 -0.213833 0.0229613
14100 1.49685 -0.215171 0.0221961
14110 1.51641 -0.216727 0.0222336
14120 1.52933 -0.211762 0.0228559
14130 1.52069 -0.217677 0.0217902
14140 1.4959 -0.217003 0.0214138
